7.0 22.0 
90.0 10.0 
90.0 10.0 
243.0 4.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
243.0 4.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
243.0 4.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
12.0 12.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
243.0 4.0 
91.0 6.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
90.0 10.0 
