13 16 18 3 8 9 6 19 2 10 14 15 21 24 0 22 4 7 23 17 1 12 11 20 5 
4 9 14 15 3 8 23 22 16 5 11 2 12 21 0 7 13 24 20 10 6 19 17 1 18 
7 19 12 11 5 17 0 23 16 14 15 20 18 13 6 8 1 24 22 10 2 9 3 21 4 
4 1 7 16 19 14 23 12 15 0 2 24 11 20 10 8 13 22 21 5 6 9 18 3 17 
