21 2 12 1 24 9 6 16 10 22 23 11 13 18 7 4 0 5 14 3 8 20 17 15 19 
18 6 0 4 11 7 17 23 21 20 15 10 14 24 1 8 12 13 22 2 5 16 9 19 3 
4 6 7 20 15 18 21 16 10 5 0 23 3 24 1 8 12 13 22 2 17 11 19 9 14 
21 2 12 1 24 9 8 16 10 22 23 11 13 0 3 6 18 14 20 4 5 15 19 17 7 
