5 6 11 16 1 13 2 0 18 4 20 14 8 15 21 17 22 19 24 9 7 12 3 10 23 
23 17 7 18 1 2 22 20 19 4 6 11 0 24 3 9 10 12 15 14 8 21 5 13 16 
23 11 0 18 1 2 10 20 3 4 6 14 8 15 21 17 22 19 24 9 7 12 5 13 16 
23 18 7 16 1 2 10 20 3 4 6 14 8 15 21 17 22 12 24 11 0 19 5 9 13 
