435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
435.0 16.0 
4566.0 4.0 
