159601.0 464.0 7446.0 
36718.0 100.0 1691.0 
19229.0 40.0 946.0 
145864.0 356.0 7008.0 
114494.0 312.0 5517.0 
89122.0 292.0 4133.0 
44706.0 136.0 1991.0 
192782.0 440.0 9320.0 
165691.0 460.0 7911.0 
119878.0 228.0 5897.0 
135562.0 338.0 6461.0 
131123.0 330.0 6276.0 
97513.0 216.0 4734.0 
160047.0 422.0 7697.0 
178104.0 428.0 8616.0 
129489.0 336.0 6142.0 
134972.0 268.0 6591.0 
176102.0 450.0 8541.0 
21760.0 20.0 1116.0 
20758.0 56.0 938.0 
149280.0 408.0 7114.0 
163621.0 420.0 7841.0 
183405.0 500.0 8717.0 
174334.0 450.0 8410.0 
110048.0 284.0 5335.0 
104346.0 228.0 5086.0 
125645.0 188.0 6408.0 
4652.0 8.0 246.0 
80449.0 194.0 3828.0 
187073.0 440.0 9096.0 
111644.0 234.0 5560.0 
40196.0 162.0 1749.0 
180758.0 462.0 8646.0 
194149.0 420.0 9455.0 
25634.0 46.0 1286.0 
171653.0 416.0 8345.0 
45666.0 90.0 2192.0 
3082.0 12.0 158.0 
117678.0 228.0 5804.0 
157352.0 428.0 7450.0 
163285.0 394.0 7951.0 
16608.0 24.0 843.0 
123393.0 290.0 5912.0 
26500.0 116.0 1159.0 
148920.0 390.0 7157.0 
115017.0 298.0 5539.0 
30010.0 102.0 1483.0 
144405.0 272.0 7203.0 
104240.0 290.0 5037.0 
91343.0 210.0 4382.0 
97288.0 198.0 4794.0 
134189.0 328.0 6447.0 
180710.0 458.0 8558.0 
46565.0 170.0 2140.0 
87566.0 252.0 4037.0 
76284.0 206.0 3576.0 
120569.0 314.0 5814.0 
123538.0 328.0 5889.0 
134104.0 278.0 6586.0 
167915.0 406.0 8032.0 
156524.0 362.0 7499.0 
131285.0 352.0 6319.0 
46748.0 84.0 2405.0 
84580.0 268.0 4007.0 
118030.0 360.0 5511.0 
120116.0 316.0 5802.0 
23959.0 88.0 1016.0 
180579.0 444.0 8702.0 
103555.0 258.0 4899.0 
16161.0 72.0 666.0 
139164.0 372.0 6640.0 
19557.0 58.0 947.0 
61532.0 138.0 3109.0 
69666.0 176.0 3492.0 
9835.0 14.0 498.0 
140319.0 358.0 6704.0 
163056.0 424.0 7817.0 
58381.0 182.0 2675.0 
112976.0 278.0 5397.0 
110173.0 334.0 5236.0 
128417.0 366.0 6260.0 
31356.0 122.0 1366.0 
145446.0 334.0 7027.0 
28813.0 80.0 1331.0 
115945.0 276.0 5617.0 
78581.0 184.0 3689.0 
108794.0 324.0 5047.0 
80678.0 126.0 4074.0 
141618.0 434.0 6740.0 
174237.0 476.0 8395.0 
129425.0 324.0 6294.0 
184012.0 426.0 8944.0 
192151.0 364.0 9617.0 
162841.0 434.0 7623.0 
92478.0 162.0 4619.0 
27544.0 92.0 1251.0 
18305.0 78.0 860.0 
177328.0 466.0 8537.0 
147437.0 382.0 6998.0 
11068.0 56.0 515.0 
