28.0 16.0 
123.0 12.0 
17.0 20.0 
221.0 40.0 
84.0 26.0 
163.0 14.0 
166.0 36.0 
24.0 10.0 
95.0 6.0 
143.0 16.0 
188.0 44.0 
147.0 44.0 
153.0 22.0 
55.0 22.0 
55.0 22.0 
38.0 8.0 
132.0 26.0 
33.0 24.0 
234.0 38.0 
53.0 22.0 
107.0 10.0 
128.0 12.0 
266.0 42.0 
192.0 16.0 
196.0 36.0 
115.0 26.0 
97.0 12.0 
247.0 44.0 
30.0 24.0 
182.0 44.0 
204.0 36.0 
130.0 22.0 
51.0 12.0 
170.0 36.0 
178.0 46.0 
37.0 14.0 
58.0 6.0 
85.0 24.0 
63.0 20.0 
220.0 30.0 
175.0 34.0 
137.0 10.0 
175.0 46.0 
89.0 26.0 
24.0 28.0 
200.0 36.0 
188.0 28.0 
198.0 40.0 
38.0 8.0 
97.0 24.0 
122.0 46.0 
135.0 12.0 
221.0 40.0 
194.0 38.0 
89.0 8.0 
232.0 40.0 
145.0 24.0 
39.0 26.0 
106.0 30.0 
55.0 22.0 
46.0 26.0 
123.0 12.0 
213.0 54.0 
91.0 6.0 
55.0 22.0 
203.0 40.0 
124.0 36.0 
182.0 28.0 
160.0 14.0 
119.0 10.0 
154.0 28.0 
83.0 16.0 
204.0 42.0 
39.0 32.0 
48.0 34.0 
65.0 4.0 
134.0 14.0 
62.0 28.0 
196.0 38.0 
127.0 20.0 
123.0 12.0 
33.0 24.0 
39.0 14.0 
206.0 48.0 
137.0 34.0 
100.0 10.0 
189.0 42.0 
89.0 8.0 
41.0 34.0 
125.0 10.0 
173.0 44.0 
26.0 28.0 
236.0 44.0 
107.0 10.0 
154.0 40.0 
46.0 26.0 
152.0 12.0 
41.0 26.0 
220.0 46.0 
107.0 38.0 
