2343.0 50.0 
1262.0 516.0 
2343.0 50.0 
1262.0 516.0 
1727.0 157.0 
1380.0 310.0 
2257.0 121.0 
1710.0 251.0 
1265.0 486.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
2343.0 50.0 
1262.0 516.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
2343.0 50.0 
1262.0 516.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
2343.0 50.0 
1262.0 516.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
2343.0 50.0 
1262.0 516.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
1380.0 310.0 
1265.0 486.0 
2257.0 121.0 
1710.0 251.0 
1727.0 157.0 
1262.0 516.0 
2343.0 50.0 
