97.0 86.0 
164.0 49.0 
164.0 49.0 
97.0 86.0 
126.0 52.0 
103.0 63.0 
98.0 78.0 
98.0 78.0 
118.0 56.0 
111.0 59.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
97.0 86.0 
164.0 49.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
97.0 86.0 
164.0 49.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
97.0 86.0 
164.0 49.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
97.0 86.0 
164.0 49.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
164.0 49.0 
97.0 86.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
97.0 86.0 
164.0 49.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
97.0 86.0 
164.0 49.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
97.0 86.0 
164.0 49.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
164.0 49.0 
97.0 86.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
164.0 49.0 
97.0 86.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
164.0 49.0 
97.0 86.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
164.0 49.0 
97.0 86.0 
98.0 78.0 
126.0 52.0 
111.0 59.0 
118.0 56.0 
103.0 63.0 
164.0 49.0 
97.0 86.0 
